ID_Pregunta,Área_Evaluada,Competencia,Componente,Proceso_Cognitivo,Tipo_Conocimiento,Nivel_Dificultad,Afirmación,Evidencia,Pregunta,Respuesta_Correcta,Nivel_Desempeño_Esperado,Tiempo_Estimado,Tema_Específico,Grado_Escolar,Periodo_Aplicación,Opcion_A,Opcion_B,Opcion_C,Opcion_D,Requiere_Imagen,Imagen_Pregunta_URL,Imagen_Opcion_A_URL,Imagen_Opcion_B_URL,Imagen_Opcion_C_URL,Imagen_Opcion_D_URL,Puntos_XP,Pista_1,Pista_2,Pista_3,Explicación_Respuesta,Error_Común,Pregunta_con_contexto,Pregunta_Libro,Orden_En_Contexto,Contexto_Requerido,Imagen_Contexto_Comp,Texto_Contexto_Completo,ID_Contexto_Compartido,Ruta_absoluta_Archivo,Nombre_del_Archivo,Índice_Discriminación,Parámetro_IRT_A,Parámetro_IRT_B,Parámetro_IRT_C,Subtema,Estrategia_Discursiva,Tipo_Razonamiento,Complejidad_Cognitiva,Contexto_Aplicación,Tipo_Texto,Género_Textual,Función_Comunicativa,Pensamiento_Matemático,Disciplina_Predominante,Concepto_Científico,Proceso_Científico,Nivel_Representación,Periodo_Histórico,Ámbito_Análisis,Escala_Espacial,Tipo_Fuente,Nivel_MCER,Parte_Prueba,Competencia_Comunicativa,Habilidad_Específica,Distractor_A_Concepto,Distractor_B_Concepto,Distractor_C_Concepto,Frecuencia_Error_A,Frecuencia_Error_B,Frecuencia_Error_C,Concepto_Refuerzo_1,Concepto_Refuerzo_2,Recurso_Sugerido,Tiempo_Estudio_Estimado,Fecha_Creación,Fecha_Actualización,Versión_Item,Banco_Origen,Fecha_Calibración
MAT_2025_023,Matemáticas,Formulación y ejecución,Algebra_y_calculo,Aplicación,Procedimental,0.65,Plantea ecuación lineal consumo oxígeno,Formular ecuación a partir de datos,"Sabiendo los datos del punto anterior, calcule cual sería la ecuación del consumo de oxígeno del buceador.",B,Nivel_4,120,Ecuaciones lineales,11°,2025-1,20 x +2500,-20 x +2500,30 x -2500,-50 x +2500,FALSE,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,10,"Identifica puntos (0,2500) y (8,2100)",Calcula pendiente entre puntos,Formula ecuación y = mx + b,"Vemos que el buzo al comenzar su trabajo tiene 2500 Litros de oxígeno en su tanque, que equivaldría al 100%; por lo sí a los 8 minutos se ha consumido el 16% de este, le quedara aun un 84% restante, que como esta en porcentaje podemos dividirlo por 100 y tendremos 0.84 de tanque, que al multiplicarlo por los 2500 litros nos dará 2100 litros restantes. Con esto podemos ver que tenemos 4 datos que nos Darian 2 puntos, a los 0 minutos tendría 2500 litros y a los 8 minutos tendría 2100 litros; con lo cual aplico la fórmula de pendiente entre 2 puntos que dice 𝑴 = 𝒀𝟐−𝒀𝟏 𝑿𝟐−𝑿𝟏 , que al remplazar vamos a tener 𝑴 = 𝟐{𝟓𝟎𝟎}−𝟐𝟏𝟎𝟎 𝟎−𝟖 = 𝟒𝟎𝟎 −𝟖 = −𝟓𝟎.",Usar pendiente positiva,TRUE,FALSE,2,No Aplica,No Aplica,NaN,CONTEXTO_MAT_003,No Aplica,examen diagnostico matematicas.pdf,0.49,1.32,-0.25,0.14,Modelado lineal,Descriptiva,Aplicativo,Aplicar,Situaciones cotidianas,No Aplica,No Aplica,No Aplica,Numérico_variacional,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Usar pendiente positiva,Confundir variables,Error en intercepto,0.25,0.2,0.3,Funciones lineales,Modelado matemático,Textos de álgebra,55,1/20/2025,1/20/2025,1,ICFES_OFICIAL,1/20/2025
MAT_2025_024,Matemáticas,Formulación y ejecución,Algebra_y_calculo,Aplicación,Procedimental,0.58,Calcula tiempo hasta agotamiento oxígeno,Resolver ecuación para hallar intersección con eje x,"Con los datos de los dos puntos anteriores, el buso desea saber cuánto tiempo más puede estar buceando antes de quedarse sin oxígeno en el tanque y tenga que salir.",C,Nivel_3,105,Resolución ecuaciones,11°,2025-1,48.3 minutos,30 minutos,50 minutos,1 hora,FALSE,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,10,Usa ecuación y = -50x + 2500,Sustituye y = 0,Despeja x para hallar tiempo total,"Con la ecuación de la recta del punto anterior y comprendiendo que Y: cantidad de oxígeno en el tanque y X: tiempo transcurrido debajo del agua; y viendo que nos están pidiendo en qué momento se queda sin oxígeno, entonces nos preguntan por x y nos están diciendo que la y=o, por lo cual tendremos que despejar la x en la ecuación de la recta. 𝒚 = −𝟓𝟎𝒙 + 𝟐𝟓𝟎𝟎 𝒚 − 𝟐𝟓𝟎𝟎 = −𝟓𝟎𝒙 (𝒚 − 𝟐𝟓𝟎𝟎) −𝟓𝟎 = 𝒙 Remplazando la y por 0, tendremos entonces que: 𝒙 = 𝟎−𝟐𝟓𝟎𝟎 −𝟓𝟎 = −𝟐{𝟓𝟎𝟎} −𝟓𝟎 = 𝟓𝟎.",Confundir con tiempo restante,TRUE,FALSE,3,No Aplica,No Aplica,NaN,CONTEXTO_MAT_003,No Aplica,examen diagnostico matematicas.pdf,0.41,1.2,0.12,0.17,Intersecciones,Descriptiva,Aplicativo,Aplicar,Situaciones cotidianas,No Aplica,No Aplica,No Aplica,Numérico_variacional,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Calcular tiempo aproximado,Usar tiempo intermedio,Convertir a horas incorrectamente,0.2,0.25,0.3,Resolución ecuaciones,Aplicaciones lineales,Textos de álgebra,40,1/20/2025,1/20/2025,1,ICFES_OFICIAL,1/20/2025
MAT_2025_025,Matemáticas,Formulación y ejecución,Algebra_y_calculo,Aplicación,Procedimental,0.52,Calcula distribución preguntas según porcentajes,Aplicar porcentajes a cantidad total,"Juan termino el examen de ciencias sociales el cual consto de 3 temas; la sección de la primera guerra mundial tenía un valor del 35%, la segunda guerra mundial un valor del 40% y el resto la guerra fría. si la prueba consta de 160 preguntas en total y todas las preguntas tienen el mismo valor, ¿cuantas preguntas debería haber en cada categoría?",A,Nivel_2,90,Aplicación porcentajes,11°,2025-1,"56 de la primera guerra mundial, 64 de la segunda guerra mundial y 40 de la guerra fría.","60 de la primera guerra mundial, 65 de la segunda guerra mundial y 50 de la guerra fría.","35 de la primera guerra mundial, 40 de la segunda guerra mundial y 25 de la guerra fría.","56 de la guerra fría, 64 de la primera guerra mundial y 40 de la segunda guerra mundial.",FALSE,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,10,Calcula 100% - 35% - 40% = 25%,Multiplica 160 por cada porcentaje,Verifica que suma sea 160,"Guerra fría = 25%, entonces: Primera guerra = 160×0.35 = 56, Segunda guerra = 160×0.40 = 64, Guerra fría = 160×0.25 = 40",Usar valores de porcentajes directamente,TRUE,FALSE,1,No Aplica,No Aplica,"Juan termino el examen de ciencias sociales el cual consto de 3 temas; la sección de la primera guerra mundial tenía un valor del 35%, la segunda guerra mundial un valor del 40% y el resto la guerra fría. si la prueba consta de 160 preguntas en total y todas las preguntas tienen el mismo valor.",CONTEXTO_MAT_004,No Aplica,examen diagnostico matematicas.pdf,0.36,1.12,0.25,0.18,Cálculo porcentajes,Descriptiva,Aplicativo,Aplicar,Situaciones cotidianas,No Aplica,No Aplica,No Aplica,Numérico_variacional,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Error en cálculos,Usar porcentajes como números,Intercambiar categorías,0.25,0.3,0.2,Porcentajes,Distribución proporcional,Calculadora,30,1/20/2025,1/20/2025,1,ICFES_OFICIAL,1/20/2025
MAT_2025_026,Matemáticas,Formulación y ejecución,Algebra_y_calculo,Aplicación,Procedimental,0.45,Calcula porcentaje individual cada pregunta,Calcular valor unitario porcentual,¿Cuánto porcentaje tendrá cada pregunta del examen de juan?,D,Nivel_2,85,División porcentual,11°,2025-1,0.48%,5%,6.25%,0.63%,FALSE,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,10,Divide 100% entre 160 preguntas,Realiza operación 100 ÷ 160,Obtiene valor por pregunta,"Si sabemos que en total tenemos 160 preguntas, y sabemos que tenemos 35% del tema A (primera guerra mundial), 40% tema B (segunda guerra mundial) y el restante del tema C (guerra fría); y el examen debe sumar el 100%, entonces. C=100%-35%-40%=25%. Con esto ya sabemos cuánto debe ser de cada tema y que todas las preguntas tienen el mismo valor, entonces al multiplicar el total de preguntas por el porcentaje de cada tema, nos dará cuantas preguntas tenemos por tema. A=160*0.35=56 B=160*0.4=64 C=160*0.25=40. 56+64+40=160.",Confundir con valores grandes,TRUE,FALSE,2,No Aplica,No Aplica,NaN,CONTEXTO_MAT_004,No Aplica,examen diagnostico matematicas.pdf,0.32,1.05,0.35,0.19,División básica,Descriptiva,Aplicativo,Aplicar,Situaciones cotidianas,No Aplica,No Aplica,No Aplica,Numérico_variacional,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Error en decimal,Usar porcentaje entero,Error en multiplicación,0.3,0.25,0.2,División,Porcentajes unitarios,Calculadora,25,1/20/2025,1/20/2025,1,ICFES_OFICIAL,1/20/2025
MAT_2025_027,Matemáticas,Formulación y ejecución,Algebra_y_calculo,Aplicación,Procedimental,0.59,Calcula preguntas necesarias para aprobar examen,Aplicar proporción para nota mínima,"Dada la información de los puntos anteriores y si nos dicen que la nota máxima del examen es de 5, y que se gana con 3. ¿Cuántas preguntas tiene que sacar buenas para ganar el examen, y a qué porcentaje equivaldría?",C,Nivel_3,100,Proporcionalidad,11°,2025-1,"Tendría que sacar buenas 96 preguntas, que sería el 70% de la nota.",Tendría que sacar buenas 112 preguntas que sería el 70% de la nota.,Tendría que sacar buenas 96 preguntas que sería el 60% de la nota.,Tendría que sacar buenas 112 preguntas que sería el 60% de la nota.,FALSE,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,10,Calcula proporción 3/5 = 60%,Aplica 60% a 160 preguntas,Obtiene 96 preguntas,"Como tenemos un total de 160 preguntas, que valdrán por el 100% del examen; solo es necesario tomar el 100% que es el total de las preguntas y dividirlo por el número de preguntas para saber cuánto porcentaje tendrá cada una de las preguntas. 𝟏𝟎𝟎% 𝟏𝟔𝟎 = 𝟎. 𝟔𝟐𝟓% Si el total de las preguntas buenas equivaldría a un 5, es decir que el 100%=5, y nos dicen que el examen se gana con 3, entonces si juan acierta a 3/5 del 100% de la nota, es decir 3/5 de las 160 preguntas; el ganara. Por lo tanto calculamos que porcentaje debe sacar bueno, de la siguiente forma. 𝟑 ∗ 𝟏𝟎𝟎% 𝟓 = 𝟔𝟎% Y para saber cuántas preguntas debe sacar correctas, tomamos este 60% y lo multiplicamos por el total de preguntas. 𝟔𝟎% ∗ 𝟏𝟔𝟎 = 𝟗𝟔.",Calcular 70% en lugar de 60%,TRUE,FALSE,3,No Aplica,No Aplica,NaN,CONTEXTO_MAT_004,No Aplica,examen diagnostico matematicas.pdf,0.42,1.22,0.08,0.17,Razones y proporciones,Descriptiva,Aplicativo,Aplicar,Situaciones cotidianas,No Aplica,No Aplica,No Aplica,Numérico_variacional,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Usar 70% incorrectamente,Error en número preguntas con 70%,Error en número preguntas con 60%,0.25,0.2,0.3,Proporciones,Notas y calificaciones,Textos educativos,35,1/20/2025,1/20/2025,1,ICFES_OFICIAL,1/20/2025
MAT_2025_028,Matemáticas,Formulación y ejecución,Algebra_y_calculo,Aplicación,Procedimental,0.57,Calcula porcentaje total preguntas acertadas,Calcular promedio ponderado de aciertos,"Si el cree que saco bueno la mitad de las preguntas de la primera guerra mundial, el 62.5% de las de la segunda guerra mundial y de las de la guerra fría se equivocó en ¼ de las preguntas; ¿cuál sería el porcentaje del examen que sacaría bueno si estuviera en lo correcto?",B,Nivel_3,110,Promedio ponderado,11°,2025-1,48.75%,61.25%,50%,70%,FALSE,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,10,Calcula aciertos por sección,Pondera por peso de cada sección,Suma porcentajes ponderados,"Primera guerra: 35% × 50% = 17.5%, Segunda guerra: 40% × 62.5% = 25%, Guerra fría: 25% × 75% = 18.75%, Total = 17.5% + 25% + 18.75% = 61.25%",Usar 50% como promedio simple,TRUE,FALSE,4,No Aplica,No Aplica,NaN,CONTEXTO_MAT_004,No Aplica,examen diagnostico matematicas.pdf,0.4,1.2,0.15,0.17,Promedios ponderados,Descriptiva,Aplicativo,Aplicar,Situaciones cotidianas,No Aplica,No Aplica,No Aplica,Numérico_variacional,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Error en ponderación,Promedio simple incorrecto,Sobreestimar resultado,0.25,0.3,0.2,Promedios ponderados,Cálculos complejos,Calculadora,45,1/20/2025,1/20/2025,1,ICFES_OFICIAL,1/20/2025
MAT_2025_029,Matemáticas,Formulación y ejecución,Algebra_y_calculo,Aplicación,Procedimental,0.54,Calcula nota final según porcentaje aciertos,Convertir porcentaje a calificación,Suponiendo que juan está en lo correcto en el número de preguntas que acertó; entonces ¿cuál sería su nota?,A,Nivel_2,95,Conversión escala notas,11°,2025-1,3.1,2.8,4.1,2.5,FALSE,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,10,Usa porcentaje 61.25% del punto anterior,Multiplica 5 × 0.6125,Redondea resultado,"Sabiendo que la nota máxima es 5, entonces si tenemos el 61,25% de las preguntas buenas; tendremos que multiplicar 5 por el 61,25%. 5*0.6125=3.06; que por cuestiones de ser una nota y de comodidad, se redondea a 3,1. Tomando la información del punto 1.5, podemos calcular el porcentaje de preguntas acertadas en total, sabiendo que en la sección A, acertó el 50% de dicha sección, en la B el 62,5% y en la C se equivocó en ¼, por lo tanto 100/4=25%, y como son las que se equivocó; entonces 100-25%=75%. A=35%*50%=0.35*0.5=17.5% B=40%*62.5%=25% C=25%*75%=18.75% Total acertadas=17.5%+25%+18.75%=61.25%.",Redondear hacia abajo,TRUE,FALSE,5,No Aplica,No Aplica,NaN,CONTEXTO_MAT_004,No Aplica,examen diagnostico matematicas.pdf,0.37,1.12,0.22,0.18,Escalas de calificación,Descriptiva,Aplicativo,Aplicar,Situaciones cotidianas,No Aplica,No Aplica,No Aplica,Numérico_variacional,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Redondear hacia abajo,Error en multiplicación,Usar escala incorrecta,0.3,0.2,0.25,Calificaciones,Conversión de escalas,Calculadora,30,1/20/2025,1/20/2025,1,ICFES_OFICIAL,1/20/2025
MAT_2025_030,Matemáticas,Formulación y ejecución,Algebra_y_calculo,Aplicación,Procedimental,0.47,Calcula cantidad pickups grises multiplicando fracciones,Aplicar operaciones con fracciones,"En una agencia de automóviles 1/6 parte de los carros que tienen en inventario son pickups, de las cuales 3/5 son de color gris. Si saben que en toda la agencia tienen 1200 vehículos, ¿Cuántas pickups grises tienen?",D,Nivel_2,90,Operaciones con fracciones,11°,2025-1,80,720,480,120,FALSE,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,10,Multiplica fracciones 1/6 × 3/5,Simplifica a 1/10,Multiplica 1200 × 1/10,"Al tener que las pickups son 1/6 del total de vehículos y que de dicha porción, 3/5 son de color gris; solo será necesario multiplicar las fracciones entre sí para así poder saber respecto al total de vehículos; cual es la fracción de pickups grises y esto multiplicarlo por el total de vehículos. 𝟏 𝟔 × 𝟑 𝟓 = 𝟑 𝟑𝟎 = 𝟏 𝟏𝟎. 𝟏 𝟏𝟎 × 𝟏𝟐𝟎𝟎 = 𝟏𝟐𝟎 𝒄𝒂𝒓𝒓𝒐𝒔.",Sumar fracciones en lugar de multiplicar,FALSE,FALSE,1,No Aplica,No Aplica,NaN,No Aplica,No Aplica,examen diagnostico matematicas.pdf,0.33,1.08,0.32,0.19,Fracciones aplicadas,Descriptiva,Aplicativo,Aplicar,Situaciones cotidianas,No Aplica,No Aplica,No Aplica,Numérico_variacional,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Error en fracción,Calcular solo pickups,Calcular solo grises,0.25,0.2,0.3,Fracciones,Operaciones básicas,Textos de aritmética,30,1/20/2025,1/20/2025,1,ICFES_OFICIAL,1/20/2025
MAT_2025_031,Matemáticas,Interpretación y representación,Estadística_y_probabilidad,Análisis,Conceptual,0.55,Identifica porcentaje casas con televisores ≤ 3,Interpretar gráfico circular y sumar porcentajes,"La anterior grafico muestra el número de televisores por casa en la ciudad X, si se sabe que en la ciudad hay 2000 casas, entonces ¿Cuál es el porcentaje de casas que el número de televisores es ≤ a 3?",D,Nivel_3,105,Interpretación gráficos,11°,2025-1,9%,19%,14%,28%,TRUE,"""\database\seed_dataMatematicas\Imagenes_Matematicas\examen diagnostico matematicas\001_ExamenDiagnosticoMat.png""",No Aplica,No Aplica,No Aplica,No Aplica,10,Identifica valores ≤ 3 en gráfico,"Suma porcentajes 1, 2 y 3 televisores",Obtiene total 28%,"Si analizamos el grafico de pastel y lo que nos piden, vemos que nos hablan de un menor e igual; lo cual quiere decir que nos están pidiendo los datos que son menores a 3 y que también incluyen al número 3; por ende incluiría los datos 1,2 y 3, que corresponden en el gráfico de pastel a los porcentajes 5%,9% y 14% que al sumarlos da 28%.",Incluir solo valores < 3,TRUE,FALSE,1,No Aplica,No Aplica,"La anterior grafico muestra el número de televisores por casa en la ciudad X, si se sabe que en la ciudad hay 2000 casas.",CONTEXTO_MAT_005,No Aplica,examen diagnostico matematicas.pdf,0.38,1.15,0.22,0.18,Lectura gráficos,Interpretativa,Analítico,Analizar,Situaciones cotidianas,No Aplica,No Aplica,No Aplica,Aleatorio,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Solo considerar 2 televisores,Solo considerar algunos valores,Solo considerar 3 televisores,0.3,0.25,0.2,Gráficos estadísticos,Interpretación datos,Textos estadísticos,40,1/20/2025,1/20/2025,1,ICFES_OFICIAL,1/20/2025
MAT_2025_032,Matemáticas,Formulación y ejecución,Estadística_y_probabilidad,Aplicación,Procedimental,0.51,Calcula cantidad casas con 5 y 6 televisores,Aplicar porcentaje a población total,Con los datos del punto anterior diga cuantas casas tienen entre 5 y 6 televisores en dicha ciudad.,C,Nivel_2,95,Aplicación porcentajes,11°,2025-1,530 casas,1600 casas,1060 casas,800 casas,TRUE,"""\database\seed_dataMatematicas\Imagenes_Matematicas\examen diagnostico matematicas\001_ExamenDiagnosticoMat.png""",No Aplica,No Aplica,No Aplica,No Aplica,10,Suma porcentajes 5 y 6 televisores,Calcula 53% de 2000 casas,Obtiene 1060 casas,"Basándonos en el punto 1.11, y la gráfica que corresponde a este; vemos que nos piden el número de casas con 5 y 6 televisores que en el diagrama de pastel corresponde a los valores de 24% y 29% respectivamente; por lo que sería en total el 53% de los datos. Y como sabemos que tenemos 2000 casas como muestra, entonces seria calcular cual sería el 53% de 200 de la forma 𝟐𝟎𝟎𝟎×𝟓𝟑% 𝟏𝟎𝟎% = 𝟐𝟎𝟎𝟎 × 𝟎. 𝟓𝟑 = 𝟏𝟎𝟔𝟎.",Error en lectura de porcentajes,TRUE,FALSE,2,No Aplica,No Aplica,NaN,CONTEXTO_MAT_005,No Aplica,examen diagnostico matematicas.pdf,0.36,1.12,0.25,0.18,Cálculo poblacional,Descriptiva,Aplicativo,Aplicar,Situaciones cotidianas,No Aplica,No Aplica,No Aplica,Aleatorio,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Error en suma porcentajes,Error en población total,Error en cálculo porcentaje,0.25,0.3,0.2,Estadística aplicada,Cálculos poblacionales,Calculadora,30,1/20/2025,1/20/2025,1,ICFES_OFICIAL,1/20/2025
MAT_2025_033,Matemáticas,Interpretación y representación,Geometría,Aplicación,Conceptual,0.59,Calcula ángulo correspondiente a porcentaje en círculo,Convertir porcentaje a grados,"Basándonos en el gráfico de pastel del punto 1.11, y sabiendo que este genera un círculo completo; ¿a qué ángulo del circulo correspondería las casas que solo tienen 1 televisor?",A,Nivel_3,100,Geometría circular,11°,2025-1,18°,5°,90°,180°,TRUE,"""\database\seed_dataMatematicas\Imagenes_Matematicas\examen diagnostico matematicas\001_ExamenDiagnosticoMat.png""",No Aplica,No Aplica,No Aplica,No Aplica,10,Identifica que círculo tiene 360°,Calcula 5% de 360°,Obtiene 18°,"Un círculo cuenta con 360°, lo cual en el gráfico de pastel correspondería a el 100%; por lo tanto si me solicitan el dato de las casas que tienen 1 televisor, entonces tendríamos que ver a cuantos grados corresponde el 5% de la gráfica. Similar al punto anterior solo basta con realizar 𝟑{𝟔𝟎}×𝟓% 𝟏𝟎𝟎% = 𝟑𝟔𝟎 × 𝟎. 𝟎𝟓 = 𝟏𝟖°.",Usar porcentaje directamente,TRUE,FALSE,3,No Aplica,No Aplica,NaN,CONTEXTO_MAT_005,No Aplica,examen diagnostico matematicas.pdf,0.42,1.22,0.08,0.17,Conversión angular,Descriptiva,Aplicativo,Aplicar,Académico,No Aplica,No Aplica,No Aplica,Geométrico_métrico,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Confundir con porcentaje,Usar ángulos estándar,Usar ángulo llano,0.3,0.25,0.2,Geometría,Gráficos circulares,Textos de geometría,35,1/20/2025,1/20/2025,1,ICFES_OFICIAL,1/20/2025
MAT_2025_034,Matemáticas,Interpretación y representación,Algebra_y_calculo,Análisis,Conceptual,0.63,Identifica gráfica función lineal pendiente positiva,Reconocer características gráfica función lineal,¿Cuál es la gráfica correcta de la función 𝐹(𝑥) = 11𝑋 + 5,B,Nivel_3,110,Representación funciones,11°,2025-1,[Imagen no disponible en el texto fuente],[Imagen no disponible en el texto fuente],[Imagen no disponible en el texto fuente],[Imagen no disponible en el texto fuente],TRUE,No Aplica,\database\seed_dataMatematicas\Imagenes_Matematicas\examen diagnostico matematicas\002_ExamenDiagnosticoMat.png,\database\seed_dataMatematicas\Imagenes_Matematicas\examen diagnostico matematicas\003_ExamenDiagnosticoMat.png,\database\seed_dataMatematicas\Imagenes_Matematicas\examen diagnostico matematicas\004_ExamenDiagnosticoMat.png,\database\seed_dataMatematicas\Imagenes_Matematicas\examen diagnostico matematicas\005_ExamenDiagnosticoMat.png,10,Identifica pendiente positiva m=11,Identifica intercepto y=5,Selecciona gráfica creciente con intercepto 5,"La fórmula de la recta es F(X)=MX+B, donde M es la pendiente y B el intercepto con el eje Y; por lo tanto tenemos una pendiente positiva, entonces tiene que crecer hacia la derecha y además un intercepto en Y en 5; por lo tanto la única que cumple es la B.",Confundir pendiente negativa,FALSE,FALSE,1,No Aplica,No Aplica,NaN,No Aplica,No Aplica,examen diagnostico matematicas.pdf,0.46,1.28,-0.08,0.15,Funciones lineales,Interpretativa,Visual-espacial,Analizar,Académico,No Aplica,No Aplica,No Aplica,Numérico_variacional,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Gráfica incorrecta A,Gráfica incorrecta C,Gráfica incorrecta D,0.25,0.2,0.3,Funciones,Representación gráfica,Textos de álgebra,45,1/20/2025,1/20/2025,1,ICFES_OFICIAL,1/20/2025
MAT_2025_035,Matemáticas,Formulación y ejecución,Algebra_y_calculo,Aplicación,Procedimental,0.56,Formula expresión para calcular consumo energético,Formular expresión con conversión unidades,"la potencia eléctrica de una bombilla de luz se expresa como la relación de paso de energía de un flujo eléctrico por unidad de tiempo; es decir que 𝑤𝑎𝑡𝑡 = 𝐽𝑜𝑢𝑙𝑠/𝑠𝑒𝑔. Sabiendo lo anterior, compramos un bombillo led con una potencia según el fabricante de 10 W; y sabemos que todas las noches estará prendido 5 horas para iluminar una habitación, ¿Cuál sería la fórmula para encontrar el consumo en Jouls?",C,Nivel_3,115,Fórmulas físicas,11°,2025-1,(10 𝑊 ×3600 𝑠𝑒𝑔/ℎ𝑜𝑟𝑎 )/5 ℎ𝑜𝑟𝑎𝑠,(5ℎ𝑜𝑟𝑎𝑠 ×3600𝑠𝑒𝑔/ℎ𝑜𝑟𝑎 )/10 𝑊,10𝑊 × (5 ℎ𝑜𝑟𝑎𝑠 × 3600𝑠𝑒𝑔/ℎ𝑜𝑟𝑎 ),10𝑊 × 5 ℎ𝑜𝑟𝑎𝑠,FALSE,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,10,Identifica relación Watts = Jouls/seg,Convierte horas a segundos,Formula expresión completa,"Despejando de la fórmula de potencia eléctrica, podemos encontrar que 𝒋𝒐𝒖𝒍𝒔 = 𝒘𝒂𝒕𝒕𝒔 × 𝒔𝒆𝒈 y de los cuales tenemos la potencia en watts del bombillo y el tiempo en horas, que además sabemos que 1 hora tiene 60 minutos y un minuto tiene 60 segundos, por lo tanto: 𝟏𝒉𝒐𝒓𝒂 𝒉𝒐𝒓𝒂 × 𝟔𝟎 𝒎𝒊𝒏𝒖𝒕𝒐𝒔 𝒉𝒐𝒓𝒂 × 𝟔𝟎 𝒔𝒆𝒈𝒖𝒏𝒅𝒐𝒔 𝒎𝒊𝒏𝒖𝒕𝒐 = 𝟑𝟔𝟎𝟎𝒔𝒆𝒈 𝒉𝒐𝒓𝒂. Por lo cual remplazando los datos que nos dan y la conversión de horas a segundos dentro de la formula; tendremos que: 𝒋𝒐𝒖𝒍𝒔 = 𝟏𝟎 𝑾 × (𝟓 𝒉𝒐𝒓𝒂𝒔 × 𝟑𝟔𝟎𝟎𝒔𝒆𝒈 𝒉𝒐𝒓𝒂 ) 𝒔𝒆𝒈.",No convertir unidades de tiempo,TRUE,FALSE,1,No Aplica,No Aplica,"la potencia eléctrica de una bombilla de luz se expresa como la relación de paso de energía de un flujo eléctrico por unidad de tiempo; es decir que 𝑤𝑎𝑡𝑡 = 𝐽𝑜𝑢𝑙𝑠/𝑠𝑒𝑔. Sabiendo lo anterior, compramos un bombillo led con una potencia según el fabricante de 10 W; y sabemos que todas las noches estará prendido 5 horas para iluminar una habitación.",CONTEXTO_MAT_006,No Aplica,examen diagnostico matematicas.pdf,0.39,1.18,0.18,0.17,Conversión unidades,Descriptiva,Aplicativo,Aplicar,Científico,No Aplica,No Aplica,No Aplica,Numérico_variacional,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,División incorrecta,Invertir variables,No convertir tiempo,0.25,0.3,0.2,Física aplicada,Fórmulas,Textos de física,50,1/20/2025,1/20/2025,1,ICFES_OFICIAL,1/20/2025
